"date_dt","c_agent","contract","doc","division","frc","nom_g","div_frc","nom_frc","amount"
2025-01-09 17:07:00.000,РТ-ТЕХПОСТАВКА АО,Договор от 2024-11-28 №ДА-01/24,"Реализация (акт, накладная, УПД) 00БП-000003 от 09.01.2025 17:07:37",АУП 00: Основное подразделение,Оценка и технический контроль,"06-1. Прочие услуги","Руководство АО ""РТ-Техприемка""",Оценка и технический контроль,67765.35
2025-01-09 17:07:00.000,РТ-ТЕХПОСТАВКА АО,Договор от 2024-11-28 №ДА-01/24,"Реализация (акт, накладная, УПД) 00БП-000003 от 09.01.2025 17:07:37",АУП 00: Основное подразделение,Оценка и технический контроль,"06-1. Прочие услуги","Руководство АО ""РТ-Техприемка""",Оценка и технический контроль,7240.71
2025-01-10 13:25:00.000,ПКФ НЕФТЕХИМИК ООО,Договор от 2024-12-16 №16122024/1,"Реализация (акт, накладная, УПД) 00БП-000004 от 10.01.2025 13:25:07",АУП 06.4: Направление ВСМК (сч 26),Оценка и технический контроль,"01-1. Контроль качества продукции",Внутренняя система менеджмента качества,Оценка и технический контроль,121484.64
2025-01-10 16:43:00.000,НАДЕЖДИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД ПАО,Договор №АТП-П 092/14 от 30.09.13г.,"Реализация (акт, накладная, УПД) 00БП-000009 от 10.01.2025 16:43:48","03 ПАО ""Надеждинский металлургический завод""",Оценка и технический контроль,"01-3. Выходные дни",Оценка и технический контроль,Оценка и технический контроль,11828.6
2025-01-10 16:43:00.000,КУМЗ АО,Договор №АТП-П 039/13 от 27.11.12г.,"Реализация (акт, накладная, УПД) 00БП-000005 от 10.01.2025 16:43:44","15 ОАО ""КУМЗ""",Оценка и технический контроль,"01-3. Выходные дни",Оценка и технический контроль,Оценка и технический контроль,139389.89
2025-01-10 16:43:00.000,АМР АО,Договор №АТП-П 150/15 от 25.05.15г.,"Реализация (акт, накладная, УПД) 00БП-000010 от 10.01.2025 16:43:49","08 АО ""Алюминий Металлург Рус""",Оценка и технический контроль,"01-3. Выходные дни",Оценка и технический контроль,Оценка и технический контроль,40224.01
2025-01-10 16:43:00.000,ИЖСТАЛЬ ПАО,Договор №АТП-П 126/14 от 30.06.14г.,"Реализация (акт, накладная, УПД) 00БП-000008 от 10.01.2025 16:43:47","16 ПАО ""Ижсталь""",Оценка и технический контроль,"01-3. Выходные дни",Оценка и технический контроль,Оценка и технический контроль,47151.51
2025-01-10 16:43:00.000,РЗ ОЦМ ПАО,Договор №АТП-П 041/13 от 27.11.12г.,"Реализация (акт, накладная, УПД) 00БП-000006 от 10.01.2025 16:43:45","19 ПАО ""РЗ ОЦМ""",Оценка и технический контроль,"01-3. Выходные дни",Оценка и технический контроль,Оценка и технический контроль,10253.32
2025-01-10 16:43:00.000,МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД ЭЛЕКТРОСТАЛЬ АО,Договор №АТП-П 032/13 от 27.11.12г.,"Реализация (акт, накладная, УПД) 00БП-000007 от 10.01.2025 16:43:46","14 АО Металлургический завод ""Электросталь""",Оценка и технический контроль,"01-3. Выходные дни",Оценка и технический контроль,Оценка и технический контроль,155808.82
2025-01-14 11:33:00.000,НПО ПМ МКБ АО,Договор от 2024-11-02 №02112024/2 ,"Реализация (акт, накладная, УПД) 00БП-000011 от 14.01.2025 11:33:54",АУП 06.4: Направление ВСМК (сч 26),Оценка и технический контроль,"01-1. Контроль качества продукции",Внутренняя система менеджмента качества,Оценка и технический контроль,136831.64
2025-01-15 15:42:00.000,АЛКАМ ПЛЮС ООО,Договор 02112024/4 от 02.11.2024,"Реализация (акт, накладная, УПД) 00БП-000012 от 15.01.2025 15:42:41",АУП 06.4: Направление ВСМК (сч 26),Оценка и технический контроль,"01-1. Контроль качества продукции",Внутренняя система менеджмента качества,Оценка и технический контроль,107031.64
2025-01-16 17:35:00.000,НЗСЭ ООО,Обеспечительный платеж по Договору №АТП-З 1533/24 от 11.11.2024,"Реализация (акт, накладная, УПД) 00БП-000013 от 16.01.2025 17:35:52",АУП 00: Основное подразделение,Оценка и технический контроль,"01-1. Контроль качества продукции","Руководство АО ""РТ-Техприемка""",Оценка и технический контроль,4166.67
2025-01-20 23:59:00.000,ИПП ООО,Договор от 2024-12-16 №377/02/24 ,"Реализация (акт, накладная, УПД) 00БП-000324 от 20.01.2025 23:59:59","АУП 01.4: ЦС ""Ростех-сертификат"" (20 сч)",Центр сертификации,"07-1. Центр Сертификации",Центр сертификации,Центр сертификации,590000
2025-01-21 14:24:00.000,ТЕХНОДИНАМИКА АО,Договор от 2022-08-22 №22082022/2 Этап 3,"Реализация (акт, накладная, УПД) 00БП-000014 от 21.01.2025 14:24:22","АУП 01.4: ЦС ""Ростех-сертификат"" (20 сч)",Центр сертификации,"07-1. Центр Сертификации",Центр сертификации,Центр сертификации,107666.67
2025-01-21 14:36:00.000,НИИИТ АО,Договор от 2022-10-10 №10102022/3 Этап 3,"Реализация (акт, накладная, УПД) 00БП-000015 от 21.01.2025 14:36:48","АУП 01.4: ЦС ""Ростех-сертификат"" (20 сч)",Центр сертификации,"07-1. Центр Сертификации",Центр сертификации,Центр сертификации,61950
2025-01-22 16:29:00.000,ВСМПО-АВИСМА КОРПОРАЦИЯ ПАО,Договор №АТП-П 025/13 от 27.11.12г.,"Реализация (акт, накладная, УПД) 00БП-000016 от 22.01.2025 16:29:14","13 ПАО ""Корпорация ВСМПО-АВИСМА""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,21223258.77
2025-01-23 09:27:00.000,ЦФП ООО,Договор от 2024-09-02 №02092024/1 ,"Реализация (акт, накладная, УПД) 00БП-000017 от 23.01.2025 9:27:41",АУП 06.4: Направление ВСМК (сч 26),Оценка и технический контроль,"01-1. Контроль качества продукции",Внутренняя система менеджмента качества,Оценка и технический контроль,90343.64
2025-01-27 15:47:00.000,ТД ТЗСК ООО,Договор от 2024-11-27 №27112024/2 ,"Реализация (акт, накладная, УПД) 00БП-000018 от 27.01.2025 15:47:55",АУП 06.4: Направление ВСМК (сч 26),Оценка и технический контроль,"01-1. Контроль качества продукции",Внутренняя система менеджмента качества,Оценка и технический контроль,100475.64
2025-01-30 16:50:00.000,КАМПО АО,Договор от 2024-11-20 №20112024/2 Этап 1,"Реализация (акт, накладная, УПД) 00БП-000019 от 30.01.2025 16:50:39","АУП 01.4: ЦС ""Ростех-сертификат"" (20 сч)",Центр сертификации,"07-1. Центр Сертификации",Центр сертификации,Центр сертификации,291975
2025-01-31 09:18:00.000,ПРОММАШ ООО,Договор от 2024-12-09 №09122024/2 ,"Реализация (акт, накладная, УПД) 00БП-000020 от 31.01.2025 9:18:41",АУП 06.4: Направление ВСМК (сч 26),Оценка и технический контроль,"01-1. Контроль качества продукции",Внутренняя система менеджмента качества,Оценка и технический контроль,145771.64
2025-01-31 12:00:00.000,РТ-ГЛОБАЛКОНСАЛТ АО,(аренда) Договор от 2024-10-17 №17102024/2//17102024/1-ГЛ,"Реализация (акт, накладная, УПД) 00БП-000318 от 31.01.2025 12:00:00",АУП 00: Основное подразделение,Оценка и технический контроль,"06-1. Прочие услуги","Руководство АО ""РТ-Техприемка""",Оценка и технический контроль,31218.05
2025-01-31 12:00:00.000,ЩЕРБИНСКАЯ ТИПОГРАФИЯ АО,Договор от 2021-09-02 №02092021/1//02092021/1-ЩТ (серверы DELL - 2 шт.),"Реализация (акт, накладная, УПД) 00БП-000316 от 31.01.2025 12:00:00",АУП 00: Основное подразделение,Оценка и технический контроль,"06-1. Прочие услуги","Руководство АО ""РТ-Техприемка""",Оценка и технический контроль,6944.17
2025-01-31 12:00:00.000,ЩЕРБИНСКАЯ ТИПОГРАФИЯ АО,Договор от 2021-10-26 №26102021/3//26102021/1-ЩТ (АРМ - 4 шт.),"Реализация (акт, накладная, УПД) 00БП-000315 от 31.01.2025 12:00:00",АУП 00: Основное подразделение,Оценка и технический контроль,"06-1. Прочие услуги","Руководство АО ""РТ-Техприемка""",Оценка и технический контроль,6666.67
2025-01-31 13:56:00.000,ПЕТРОСТАЛЬ МЗ АО,Договор №АТП-П 359/21 от 23.04.21г.,"Реализация (акт, накладная, УПД) 00БП-000057 от 31.01.2025 13:56:50","00 Северо-Западное региональное техническое представительство",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,73742.19
2025-01-31 13:56:00.000,ИНКОН ООО,Договор №АТП-П 341/20 от 02.12.20г.,"Реализация (акт, накладная, УПД) 00БП-000056 от 31.01.2025 13:56:49","00 Северо-Западное региональное техническое представительство",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,597187.69
2025-01-31 13:56:00.000,ОРИОН - СПЕЦСПЛАВ - ГАТЧИНА ООО,Договор №АТП-П 160/15 от 13.08.15г.,"Реализация (акт, накладная, УПД) 00БП-000055 от 31.01.2025 13:56:48","00 Северо-Западное региональное техническое представительство",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,44380.55
2025-01-31 13:56:00.000,ОРИОН - СПЕЦСПЛАВ - ГАТЧИНА ООО,Договор №АТП-П 160/15 от 13.08.15г.,"Реализация (акт, накладная, УПД) 00БП-000055 от 31.01.2025 13:56:48","00 Северо-Западное региональное техническое представительство",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,1397.5
2025-01-31 13:56:00.000,АЭМ-ТЕХНОЛОГИИ АО,Договор №АТП-П 377/22 от 16.02.22г.,"Реализация (акт, накладная, УПД) 00БП-000054 от 31.01.2025 13:56:47","00 Северо-Западное региональное техническое представительство",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,373448.25
2025-01-31 13:56:00.000,АМР АО,Договор №АТП-П 150/15 от 25.05.15г.,"Реализация (акт, накладная, УПД) 00БП-000042 от 31.01.2025 13:56:35","08 АО ""Алюминий Металлург Рус""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,54991.23
2025-01-31 13:56:00.000,АМР АО,Договор №АТП-П 150/15 от 25.05.15г.,"Реализация (акт, накладная, УПД) 00БП-000042 от 31.01.2025 13:56:35","08 АО ""Алюминий Металлург Рус""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,6231.99
2025-01-31 13:56:00.000,АМР АО,Договор №АТП-П 150/15 от 25.05.15г.,"Реализация (акт, накладная, УПД) 00БП-000042 от 31.01.2025 13:56:35","08 АО ""Алюминий Металлург Рус""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,34143.7
2025-01-31 13:56:00.000,АМР АО,Договор №АТП-П 150/15 от 25.05.15г.,"Реализация (акт, накладная, УПД) 00БП-000042 от 31.01.2025 13:56:35","08 АО ""Алюминий Металлург Рус""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,253102.87
2025-01-31 13:56:00.000,АМР АО,Договор №АТП-П 150/15 от 25.05.15г.,"Реализация (акт, накладная, УПД) 00БП-000042 от 31.01.2025 13:56:35","08 АО ""Алюминий Металлург Рус""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,15387.31
2025-01-31 13:56:00.000,АМР АО,Договор №АТП-П 150/15 от 25.05.15г.,"Реализация (акт, накладная, УПД) 00БП-000042 от 31.01.2025 13:56:35","08 АО ""Алюминий Металлург Рус""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,232168.87
2025-01-31 13:56:00.000,АМР АО,Договор №АТП-П 150/15 от 25.05.15г.,"Реализация (акт, накладная, УПД) 00БП-000042 от 31.01.2025 13:56:35","08 АО ""Алюминий Металлург Рус""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,5246.76
2025-01-31 13:56:00.000,АМР АО,Договор №АТП-П 150/15 от 25.05.15г.,"Реализация (акт, накладная, УПД) 00БП-000042 от 31.01.2025 13:56:35","08 АО ""Алюминий Металлург Рус""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,395007.91
2025-01-31 13:56:00.000,АМР АО,Договор №АТП-П 150/15 от 25.05.15г.,"Реализация (акт, накладная, УПД) 00БП-000042 от 31.01.2025 13:56:35","08 АО ""Алюминий Металлург Рус""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,1851229.24
2025-01-31 13:56:00.000,ЧМК ПАО,Договор №АТП-П 231/17 от 08.11.16г.,"Реализация (акт, накладная, УПД) 00БП-000043 от 31.01.2025 13:56:36","00 Уральское региональное техническое представительство (УРТП)",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,351816.52
2025-01-31 13:56:00.000,УРАЛКУЗ ПАО,Договор №АТП-П 290/18 от 30.10.18г.,"Реализация (акт, накладная, УПД) 00БП-000031 от 31.01.2025 13:56:24","04 ПАО ""УРАЛКУЗ""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,239587.17
2025-01-31 13:56:00.000,УРАЛКУЗ ПАО,Договор №АТП-П 290/18 от 30.10.18г.,"Реализация (акт, накладная, УПД) 00БП-000031 от 31.01.2025 13:56:24","04 ПАО ""УРАЛКУЗ""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,13090.27
2025-01-31 13:56:00.000,УРАЛКУЗ ПАО,Договор №АТП-П 290/18 от 30.10.18г.,"Реализация (акт, накладная, УПД) 00БП-000031 от 31.01.2025 13:56:24","04 ПАО ""УРАЛКУЗ""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,730110.85
2025-01-31 13:56:00.000,УРАЛКУЗ ПАО,Договор №АТП-П 290/18 от 30.10.18г.,"Реализация (акт, накладная, УПД) 00БП-000031 от 31.01.2025 13:56:24","04 ПАО ""УРАЛКУЗ""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,55244
2025-01-31 13:56:00.000,УРАЛКУЗ ПАО,Договор №АТП-П 290/18 от 30.10.18г.,"Реализация (акт, накладная, УПД) 00БП-000031 от 31.01.2025 13:56:24","04 ПАО ""УРАЛКУЗ""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,216735
2025-01-31 13:56:00.000,УРАЛКУЗ ПАО,Договор №АТП-П 290/18 от 30.10.18г.,"Реализация (акт, накладная, УПД) 00БП-000031 от 31.01.2025 13:56:24","04 ПАО ""УРАЛКУЗ""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,15962
2025-01-31 13:56:00.000,УРАЛКУЗ ПАО,Договор №АТП-П 290/18 от 30.10.18г.,"Реализация (акт, накладная, УПД) 00БП-000031 от 31.01.2025 13:56:24","04 ПАО ""УРАЛКУЗ""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,717326
2025-01-31 13:56:00.000,ЗМЗ ООО,Договор №АТП-П 313/19 от 30.12.19г.,"Реализация (акт, накладная, УПД) 00БП-000059 от 31.01.2025 13:56:52","06 АО ""Златоустовский электрометаллургический завод""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,179177.42
2025-01-31 13:56:00.000,ЗМЗ ООО,Договор №АТП-П 313/19 от 30.12.19г.,"Реализация (акт, накладная, УПД) 00БП-000059 от 31.01.2025 13:56:52","06 АО ""Златоустовский электрометаллургический завод""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,19313.08
2025-01-31 13:56:00.000,ЗМЗ ООО,Договор №АТП-П 313/19 от 30.12.19г.,"Реализация (акт, накладная, УПД) 00БП-000059 от 31.01.2025 13:56:52","06 АО ""Златоустовский электрометаллургический завод""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,233651.1
2025-01-31 13:56:00.000,ЗМЗ ООО,Договор №АТП-П 313/19 от 30.12.19г.,"Реализация (акт, накладная, УПД) 00БП-000059 от 31.01.2025 13:56:52","06 АО ""Златоустовский электрометаллургический завод""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,40874.98
2025-01-31 13:56:00.000,ЗМЗ ООО,Договор №АТП-П 313/19 от 30.12.19г.,"Реализация (акт, накладная, УПД) 00БП-000059 от 31.01.2025 13:56:52","06 АО ""Златоустовский электрометаллургический завод""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,30195.2
2025-01-31 13:56:00.000,ЗМЗ ООО,Договор №АТП-П 313/19 от 30.12.19г.,"Реализация (акт, накладная, УПД) 00БП-000059 от 31.01.2025 13:56:52","06 АО ""Златоустовский электрометаллургический завод""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,2426.5
2025-01-31 13:56:00.000,ЗМЗ ООО,Договор №АТП-П 313/19 от 30.12.19г.,"Реализация (акт, накладная, УПД) 00БП-000059 от 31.01.2025 13:56:52","06 АО ""Златоустовский электрометаллургический завод""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,38771.25
2025-01-31 13:56:00.000,ЗМЗ ООО,Договор №АТП-П 313/19 от 30.12.19г.,"Реализация (акт, накладная, УПД) 00БП-000059 от 31.01.2025 13:56:52","06 АО ""Златоустовский электрометаллургический завод""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,14038.3
2025-01-31 13:56:00.000,ЗМЗ ООО,Договор №АТП-П 313/19 от 30.12.19г.,"Реализация (акт, накладная, УПД) 00БП-000059 от 31.01.2025 13:56:52","06 АО ""Златоустовский электрометаллургический завод""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,181981.58
2025-01-31 13:56:00.000,Беларускабель,Договор № АТП-П 429/23 от 25.12.2023,"Реализация (акт, накладная, УПД) 00БП-000026 от 31.01.2025 13:56:19","43 ОАО ""Беларускабель""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,147900.62
2025-01-31 13:56:00.000,ПРОМДЕТАЛЬ-СЕРВИС ООО,Договор №АТП-П 338/20 от 27.10.20г.,"Реализация (акт, накладная, УПД) 00БП-000024 от 31.01.2025 13:56:17","12 АО ""СМЗ""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,146824.49
2025-01-31 13:56:00.000,УРАЛКУЗ ПАО,Договор №АТП-П 290/18 от 30.10.18г.,"Реализация (акт, накладная, УПД) 00БП-000031 от 31.01.2025 13:56:24","04 ПАО ""УРАЛКУЗ""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,160129.55
2025-01-31 13:56:00.000,УРАЛКУЗ ПАО,Договор №АТП-П 290/18 от 30.10.18г.,"Реализация (акт, накладная, УПД) 00БП-000031 от 31.01.2025 13:56:24","04 ПАО ""УРАЛКУЗ""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,687812.65
2025-01-31 13:56:00.000,УРАЛКУЗ ПАО,Договор №АТП-П 290/18 от 30.10.18г.,"Реализация (акт, накладная, УПД) 00БП-000031 от 31.01.2025 13:56:24","04 ПАО ""УРАЛКУЗ""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,431970.8
2025-01-31 13:56:00.000,УРАЛКУЗ ПАО,Договор №АТП-П 290/18 от 30.10.18г.,"Реализация (акт, накладная, УПД) 00БП-000031 от 31.01.2025 13:56:24","04 ПАО ""УРАЛКУЗ""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,79361.1
2025-01-31 13:56:00.000,УРАЛКУЗ ПАО,Договор №АТП-П 290/18 от 30.10.18г.,"Реализация (акт, накладная, УПД) 00БП-000031 от 31.01.2025 13:56:24","04 ПАО ""УРАЛКУЗ""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,15345.6
2025-01-31 13:56:00.000,УРАЛКУЗ ПАО,Договор №АТП-П 290/18 от 30.10.18г.,"Реализация (акт, накладная, УПД) 00БП-000031 от 31.01.2025 13:56:24","04 ПАО ""УРАЛКУЗ""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,76648.98
2025-01-31 13:56:00.000,ЗМЗ ООО,Договор №АТП-П 313/19 от 30.12.19г.,"Реализация (акт, накладная, УПД) 00БП-000059 от 31.01.2025 13:56:52","06 АО ""Златоустовский электрометаллургический завод""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,247994.38
2025-01-31 13:56:00.000,УРАЛКУЗ ПАО,Договор №АТП-П 290/18 от 30.10.18г.,"Реализация (акт, накладная, УПД) 00БП-000031 от 31.01.2025 13:56:24","04 ПАО ""УРАЛКУЗ""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,185229.1
